strategy,arm,slice,metric,n_seeds,n_bootstraps_total,mean_of_points,std_across_seeds,pooled_mean,pooled_ci_lo,pooled_ci_hi,pooled_ci_half
drift_anchored,random_flip,kp_test,precision_phish,3,6000,0.9825550150315427,0.004295997357508479,0.9826142448357092,0.9714276830135039,0.9936630649275641,0.01111769095703008
drift_anchored,random_flip,kp_test,precision_benign,3,6000,0.9804034000816787,0.002321967422404196,0.9803589049562943,0.9705586489315964,0.989,0.009220675534201805
drift_anchored,random_flip,kp_test,accuracy,3,6000,0.9813584348468068,0.0031968453443500656,0.9813403469915098,0.973421926910299,0.9889258028792912,0.007751937984496082
drift_anchored,random_flip,kp_test,auc,3,6000,0.9982927902008637,0.00034737376035639964,0.9982892893873556,0.9971229277862655,0.9992213077144388,0.0010491899640866498
drift_anchored,random_flip,dp_probe,f1_weighted,3,6000,0.31160180933226783,0.10591730459248103,0.31164924278407113,0.18221789728454668,0.39869349989715286,0.10823780130630309
drift_anchored,random_flip,dp_probe,recall_phish,3,6000,0.9837819185645272,0.004183697602823348,0.9837872670807453,0.9720496894409938,0.9927536231884058,0.010351966873705987
drift_anchored,random_flip,dp_probe,recall_benign,3,6000,0.1904151404151404,0.08283013014435965,0.19048076923076926,0.09029304029304029,0.2611721611721612,0.08543956043956044
drift_anchored,random_flip,dp_probe,precision_phish,3,6000,0.17773208031642276,0.013842080155998693,0.17775049870481288,0.1609523968944155,0.19026659525465447,0.014657099180119482
drift_anchored,random_flip,dp_probe,precision_benign,3,6000,0.9837312978966062,0.005332941603957916,0.9837869038356981,0.9684014869888475,0.9923730831315577,0.01198579807135508
drift_anchored,random_flip,dp_probe,accuracy,3,6000,0.3096794273264862,0.06982298721088423,0.3097359943977591,0.22533457827575476,0.36912931839402424,0.07189737005913474
drift_anchored,random_flip,dp_probe,auc,3,6000,0.7912145423014989,0.012264612222626828,0.7912333017655222,0.7669595789820945,0.8108332480149251,0.02193683451641526
margin,adversarial_b2p,pp_test,f1_weighted,3,6000,0.8223808190369613,0.011618262547287938,0.822268607899395,0.791835469581514,0.8535183149922454,0.030841422705365718
margin,adversarial_b2p,pp_test,recall_phish,3,6000,0.8600999286224126,0.0032709319735587366,0.8601962883654533,0.8265524625267666,0.8907922912205567,0.03211991434689504
margin,adversarial_b2p,pp_test,recall_benign,3,6000,0.7866394001363327,0.02048395255803231,0.7863899113837763,0.7402862985685071,0.83640081799591,0.04805725971370145
margin,adversarial_b2p,pp_test,precision_phish,3,6000,0.7940009140394415,0.016238402505072393,0.794043409343919,0.7578740157480315,0.8343561457658549,0.03824106500891172
margin,adversarial_b2p,pp_test,precision_benign,3,6000,0.8547523900864694,0.005442500845830692,0.8549814527731049,0.8248918100183923,0.8847058823529412,0.02990703616727447
margin,adversarial_b2p,pp_test,accuracy,3,6000,0.8225244072524407,0.011522114115661305,0.8224438633193863,0.7918410041841004,0.8535564853556485,0.030857740585774063
